"INDUSTRY_9S","Education","Sex","Age","Item","UNIT","2009 Year","2010 Year","2011 Year","2012 Year","2013 Year","2014 Year","2015 Year","2016 Year","2017 Year","2018 Year","2019 Year",
"Human health and social work activities","High shcool","Male","55 ~ 59","Hours worked","Hours","185","190.8","183","171","174","168.5","179.9","172.1","170.1","158.5","156.2",
"Human health and social work activities","High shcool","Male","55 ~ 59","Total monthly wage (including monthly special payment)","In Thousand Won","2084","2163","2396","2000","2386","2256","2430","2233","2312","2712","2737",
"Human health and social work activities","High shcool","Male","55 ~ 59","Employment","Persons","2261","2597","3164","4199","4107","4952","5010","5829","7047","6764","7430",
"Human health and social work activities","High shcool","Male","60 years old and over","Hours worked","Hours","191.9","187.7","173.1","173.5","160","159.3","171.3","159","159.9","148.7","129.5",
"Human health and social work activities","High shcool","Male","60 years old and over","Total monthly wage (including monthly special payment)","In Thousand Won","1455","1484","1491","1564","1516","1467","1536","1500","1670","1745","1677",
"Human health and social work activities","High shcool","Male","60 years old and over","Employment","Persons","2304","3069","3469","3829","5120","6338","7985","8505","9490","10920","14897",
"Human health and social work activities","High shcool","Female","19 years old and less","Hours worked","Hours","201.6","196.3","190.5","164.2","183.3","172.8","175.4","173.8","173.3","170.1","161.7",
"Human health and social work activities","High shcool","Female","19 years old and less","Total monthly wage (including monthly special payment)","In Thousand Won","1143","1048","1266","1180","1341","1375","1341","1519","1389","1764","1884",
"Human health and social work activities","High shcool","Female","19 years old and less","Employment","Persons","696","633","571","844","997","594","535","724","613","912","619",
"Human health and social work activities","High shcool","Female","20 ~ 24","Hours worked","Hours","194.7","194.8","191","182.5","176","175","182.9","179.6","180.7","168.2","158.6",
"Human health and social work activities","High shcool","Female","20 ~ 24","Total monthly wage (including monthly special payment)","In Thousand Won","1251","1292","1420","1437","1432","1476","1500","1554","1665","1863","1898",
"Human health and social work activities","High shcool","Female","20 ~ 24","Employment","Persons","11596","11179","7899","9458","9248","8355","7909","9221","9664","8225","7666",
"Human health and social work activities","High shcool","Female","25 ~ 29","Hours worked","Hours","194.3","195.8","191.8","184","178.9","174.5","180.5","178.7","174.4","163.1","157.1",
"Human health and social work activities","High shcool","Female","25 ~ 29","Total monthly wage (including monthly special payment)","In Thousand Won","1405","1457","1532","1556","1705","1632","1562","1692","1707","1916","1946",
"Human health and social work activities","High shcool","Female","25 ~ 29","Employment","Persons","16487","16170","12750","12956","11308","9779","8187","8314","9427","10298","11043",
"Human health and social work activities","High shcool","Female","30 ~ 34","Hours worked","Hours","192.1","188.7","186.6","178.3","175.7","168.4","179.7","176.5","170.3","163","155.9",
"Human health and social work activities","High shcool","Female","30 ~ 34","Total monthly wage (including monthly special payment)","In Thousand Won","1738","1728","1820","1704","1739","1706","1798","1734","1810","1970","2006",
"Human health and social work activities","High shcool","Female","30 ~ 34","Employment","Persons","11107","13701","11403","12810","13119","11570","9934","9759","9521","8827","8961",
"Human health and social work activities","High shcool","Female","35 ~ 39","Hours worked","Hours","182.5","188.2","178.7","169.9","175.9","161.2","176.2","166.5","167.8","152.7","151.1",
"Human health and social work activities","High shcool","Female","35 ~ 39","Total monthly wage (including monthly special payment)","In Thousand Won","1580","1660","1712","1726","1858","1749","1753","1679","1811","1990","2012",
"Human health and social work activities","High shcool","Female","35 ~ 39","Employment","Persons","17150","16305","18491","18265","15727","16692","15709","15700","15137","17705","15606",
"Human health and social work activities","High shcool","Female","40 ~ 44","Hours worked","Hours","188.6","185","170.7","168.1","170.7","162.2","172.1","163.7","161.9","148.7","149.3",
"Human health and social work activities","High shcool","Female","40 ~ 44","Total monthly wage (including monthly special payment)","In Thousand Won","1667","1625","1538","1665","1701","1666","1713","1736","1731","1915","2066",
"Human health and social work activities","High shcool","Female","40 ~ 44","Employment","Persons","15704","16691","20989","24297","25400","28767","29771","28612","25662","26163","22863",
"Human health and social work activities","High shcool","Female","45 ~ 49","Hours worked","Hours","186.7","184","169.5","169.6","166.5","160.7","168.2","163.1","162.2","151.2","147.1",
"Human health and social work activities","High shcool","Female","45 ~ 49","Total monthly wage (including monthly special payment)","In Thousand Won","1488","1591","1445","1607","1604","1615","1633","1632","1646","1837","1964",
"Human health and social work activities","High shcool","Female","45 ~ 49","Employment","Persons","16179","18295","23452","24145","28603","34300","35626","38892","41055","44616","44474",
"Human health and social work activities","High shcool","Female","50 ~ 54","Hours worked","Hours","190.3","187.2","165.6","166.6","160.2","165.7","168.5","166.3","160","151.9","148",
"Human health and social work activities","High shcool","Female","50 ~ 54","Total monthly wage (including monthly special payment)","In Thousand Won","1460","1525","1399","1473","1503","1569","1543","1612","1610","1786","1898",
"Human health and social work activities","High shcool","Female","50 ~ 54","Employment","Persons","11633","14022","20779","24601","30624","35410","42793","43090","45689","50446","56699",
"Human health and social work activities","High shcool","Female","55 ~ 59","Hours worked","Hours","186.4","185.6","170.1","165.1","164.2","162","168.3","162.1","159","150.8","143.6",
"Human health and social work activities","High shcool","Female","55 ~ 59","Total monthly wage (including monthly special payment)","In Thousand Won","1316","1413","1377","1424","1392","1447","1451","1496","1537","1676","1775",
"Human health and social work activities","High shcool","Female","55 ~ 59","Employment","Persons","5659","7427","12097","16800","22890","29056","37134","44156","50782","59010","66038",
"Human health and social work activities","High shcool","Female","60 years old and over","Hours worked","Hours","191.8","190","140.8","157.5","153.4","159.1","158.5","159.5","154.3","145","136.6",
"Human health and social work activities","High shcool","Female","60 years old and over","Total monthly wage (including monthly special payment)","In Thousand Won","1311","1391","1043","1296","1256","1270","1290","1347","1377","1514","1603",
"Human health and social work activities","High shcool","Female","60 years old and over","Employment","Persons","2812","3580","7703","6652","10197","16602","22892","29426","40654","49955","65943",
"Human health and social work activities","Jonior college","Male","19 years old and less","Hours worked","Hours","-","-","-","-","-","-","-","-","-","-","-",
"Human health and social work activities","Jonior college","Male","19 years old and less","Total monthly wage (including monthly special payment)","In Thousand Won","-","-","-","-","-","-","-","-","-","-","-",
"Human health and social work activities","Jonior college","Male","19 years old and less","Employment","Persons","-","-","-","-","-","-","-","-","-","-","-",
"Human health and social work activities","Jonior college","Male","20 ~ 24","Hours worked","Hours","196.9","195.6","188.4","187.5","184.8","175.4","184","190.1","184.9","173.3","165",
"Human health and social work activities","Jonior college","Male","20 ~ 24","Total monthly wage (including monthly special payment)","In Thousand Won","1602","1567","1674","1752","1816","1836","1910","1872","1984","2071","2214",
"Human health and social work activities","Jonior college","Male","20 ~ 24","Employment","Persons","1594","1812","1850","3115","2083","2596","2284","2500","2275","2253","2123",
"Human health and social work activities","Jonior college","Male","25 ~ 29","Hours worked","Hours","197.6","196.5","194.7","189.4","187.1","180.3","183","187","187","177.7","171.8",
"Human health and social work activities","Jonior college","Male","25 ~ 29","Total monthly wage (including monthly special payment)","In Thousand Won","1898","1993","2124","2172","2216","2263","2203","2295","2386","2511","2715",
"Human health and social work activities","Jonior college","Male","25 ~ 29","Employment","Persons","9231","9136","8808","9596","9441","7920","8462","8211","7494","7920","7560",
"Human health and social work activities","Jonior college","Male","30 ~ 34","Hours worked","Hours","195.4","195.5","189.3","190.3","184.1","182.1","186.1","189.8","191.4","176.1","174.5",
"Human health and social work activities","Jonior college","Male","30 ~ 34","Total monthly wage (including monthly special payment)","In Thousand Won","2213","2349","2532","2441","2705","2666","2662","2787","2845","2994","3299",
