Industry,Education,Sex,Age,Item,UNIT,2002 Year,2003 Year,2004 Year,2005 Year,2006 Year,2007 Year,2008 Year
14,Jonior college,Male,55 ~ 59,Employment,Persons,296,144,197,391,176,436,438
14,Jonior college,Male,60 years old and over,Total hours worked,Hours,175.8,205.7,207.6,198.3,195.5,190.6,191.3
14,Jonior college,Male,60 years old and over,Monthly Total wage,Won,2423757,1348663,1582406,1793389,1702212,1433346,1843431
14,Jonior college,Male,60 years old and over,Employment,Persons,37,258,229,393,85,1613,390
14,Jonior college,Female,19 years old and less,Total hours worked,Hours,,,,187.3,,,166
14,Jonior college,Female,19 years old and less,Monthly Total wage,Won,,,,1059393,,,1695000
14,Jonior college,Female,19 years old and less,Employment,Persons,,,,224,,,2
14,Jonior college,Female,20 ~ 24,Total hours worked,Hours,193.7,196,208,198.9,200.6,194,187.4
14,Jonior college,Female,20 ~ 24,Monthly Total wage,Won,1021793,1127210,1178370,1259710,1308943,1361038,1396757
14,Jonior college,Female,20 ~ 24,Employment,Persons,27449,32370,33826,35916,39224,40786,37244
14,Jonior college,Female,25 ~ 29,Total hours worked,Hours,190.8,192.1,204.3,196.9,196.4,192.3,187.3
14,Jonior college,Female,25 ~ 29,Monthly Total wage,Won,1161356,1238767,1306305,1445603,1473742,1515532,1556402
14,Jonior college,Female,25 ~ 29,Employment,Persons,26923,31645,36870,38885,44243,53087,56206
14,Jonior college,Female,30 ~ 34,Total hours worked,Hours,185.6,185.4,198.5,191.4,195.8,185.9,182.9
14,Jonior college,Female,30 ~ 34,Monthly Total wage,Won,1268790,1340543,1423538,1658726,1679478,1572387,1810248
14,Jonior college,Female,30 ~ 34,Employment,Persons,12937,15786,14594,18203,21479,27150,26600
14,Jonior college,Female,35 ~ 39,Total hours worked,Hours,187.1,189.8,199.5,189.1,193.7,187.4,183.7
14,Jonior college,Female,35 ~ 39,Monthly Total wage,Won,1366331,1401538,1532536,1769798,1770788,1773501,1932784
14,Jonior college,Female,35 ~ 39,Employment,Persons,8264,9952,10082,11167,15351,16770,18603
14,Jonior college,Female,40 ~ 44,Total hours worked,Hours,190.4,196.2,193.3,185.1,195.8,194.5,186
14,Jonior college,Female,40 ~ 44,Monthly Total wage,Won,1449941,1493346,1551090,1734014,1964387,1829886,1954345
14,Jonior college,Female,40 ~ 44,Employment,Persons,3561,4133,5515,5231,7500,9560,12137
14,Jonior college,Female,45 ~ 49,Total hours worked,Hours,187.6,190,211.9,188.3,193.6,187.6,185
14,Jonior college,Female,45 ~ 49,Monthly Total wage,Won,1612280,1677162,1649892,1724163,2118516,1856525,2089926
14,Jonior college,Female,45 ~ 49,Employment,Persons,1624,2449,2033,2821,4496,5180,6046
14,Jonior college,Female,50 ~ 54,Total hours worked,Hours,190.8,185.9,229.7,204.7,186.7,196.1,186.7
14,Jonior college,Female,50 ~ 54,Monthly Total wage,Won,1534088,1421505,1740499,1951870,1996276,1806205,2026850
14,Jonior college,Female,50 ~ 54,Employment,Persons,584,808,675,1031,1937,2546,2420
14,Jonior college,Female,55 ~ 59,Total hours worked,Hours,185.9,198.5,198,190.5,186.7,249.4,184.6
14,Jonior college,Female,55 ~ 59,Monthly Total wage,Won,1513695,1873222,1807243,1807018,2571357,1348528,2124003
14,Jonior college,Female,55 ~ 59,Employment,Persons,405,302,407,272,485,924,930
14,Jonior college,Female,60 years old and over,Total hours worked,Hours,217.4,194.9,216.8,196.1,201.8,174.7,188.9
14,Jonior college,Female,60 years old and over,Monthly Total wage,Won,911701,1395495,1369155,1538946,981857,2031143,1445535
14,Jonior college,Female,60 years old and over,Employment,Persons,156,97,277,92,21,21,270
14,College and university and over,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
14,College and university and over,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
14,College and university and over,Male,19 years old and less,Employment,Persons,,,,,,,-
14,College and university and over,Male,20 ~ 24,Total hours worked,Hours,180.4,178.4,194.8,179.7,180.9,181.4,189.1
14,College and university and over,Male,20 ~ 24,Monthly Total wage,Won,1066805,1243831,1464311,1401573,1896219,1705850,1735368
14,College and university and over,Male,20 ~ 24,Employment,Persons,679,645,932,1091,466,554,782
14,College and university and over,Male,25 ~ 29,Total hours worked,Hours,180.4,180.1,196.9,185.1,182.1,174.7,175.8
14,College and university and over,Male,25 ~ 29,Monthly Total wage,Won,1365640,1542843,1658009,1754611,1995822,1856258,2055394
14,College and university and over,Male,25 ~ 29,Employment,Persons,7207,8779,8062,10741,9213,10562,11234
14,College and university and over,Male,30 ~ 34,Total hours worked,Hours,182.9,183.2,198,186.8,188,179.8,175.9
14,College and university and over,Male,30 ~ 34,Monthly Total wage,Won,2389829,2439461,2640923,2857071,2988500,3006928,3098051
14,College and university and over,Male,30 ~ 34,Employment,Persons,9516,10525,8447,12530,10955,12823,13111
14,College and university and over,Male,35 ~ 39,Total hours worked,Hours,183,181.7,196,188.1,188.7,182.1,177.6
14,College and university and over,Male,35 ~ 39,Monthly Total wage,Won,3289606,3459659,3592162,4179940,4551850,4818430,4598092
14,College and university and over,Male,35 ~ 39,Employment,Persons,7122,8680,9567,10945,10275,11710,12760
14,College and university and over,Male,40 ~ 44,Total hours worked,Hours,185.7,184.7,197.5,181.4,185.4,183.9,174.5
14,College and university and over,Male,40 ~ 44,Monthly Total wage,Won,3347272,3778190,3632847,4316561,4676512,4135544,4609822
14,College and university and over,Male,40 ~ 44,Employment,Persons,4984,4600,5811,5863,6516,7310,8929
14,College and university and over,Male,45 ~ 49,Total hours worked,Hours,179.7,179.8,193.9,184,182.7,177.6,175.2
14,College and university and over,Male,45 ~ 49,Monthly Total wage,Won,3513857,4029816,3891005,4502815,3669414,4450242,4844918
14,College and university and over,Male,45 ~ 49,Employment,Persons,3331,3177,3658,3724,5265,5564,6216
14,College and university and over,Male,50 ~ 54,Total hours worked,Hours,181.3,184.3,198,183.2,182.6,194.2,169.2
14,College and university and over,Male,50 ~ 54,Monthly Total wage,Won,3049703,4504815,3662008,4742220,4468533,5030778,5518255
14,College and university and over,Male,50 ~ 54,Employment,Persons,1213,2111,2211,2100,2921,3523,4756
14,College and university and over,Male,55 ~ 59,Total hours worked,Hours,187.6,192.4,195.1,184.6,180.7,216.4,170.1
14,College and university and over,Male,55 ~ 59,Monthly Total wage,Won,2505407,4055600,3696669,5569976,4267718,4978419,5244891
14,College and university and over,Male,55 ~ 59,Employment,Persons,1647,2090,1400,1407,1740,2537,2374
14,College and university and over,Male,60 years old and over,Total hours worked,Hours,194.8,189.1,199.9,188.5,186,176.1,177.4
14,College and university and over,Male,60 years old and over,Monthly Total wage,Won,3524635,3334280,3774675,3689227,4500424,3612812,4728417
14,College and university and over,Male,60 years old and over,Employment,Persons,1417,1848,1651,2336,1779,2961,3092
14,College and university and over,Female,19 years old and less,Total hours worked,Hours,,,,175.6,,,-
14,College and university and over,Female,19 years old and less,Monthly Total wage,Won,,,,1118688,,,-
14,College and university and over,Female,19 years old and less,Employment,Persons,,,,128,,,-
14,College and university and over,Female,20 ~ 24,Total hours worked,Hours,189.8,201.7,199.8,188.3,192.9,181.2,181.4
14,College and university and over,Female,20 ~ 24,Monthly Total wage,Won,1110657,1225271,1269821,1342750,1609951,1478052,1525774
14,College and university and over,Female,20 ~ 24,Employment,Persons,6591,7606,8253,13191,9482,12444,10650
14,College and university and over,Female,25 ~ 29,Total hours worked,Hours,185,192.9,205.4,184.9,187.8,181.6,178.6
14,College and university and over,Female,25 ~ 29,Monthly Total wage,Won,1235826,1436312,1603192,1659434,1774211,1810591,1777148
14,College and university and over,Female,25 ~ 29,Employment,Persons,11041,14787,14486,21270,22213,27356,29614
14,College and university and over,Female,30 ~ 34,Total hours worked,Hours,185.5,190.5,200.2,188.1,188,178.5,177.5
14,College and university and over,Female,30 ~ 34,Monthly Total wage,Won,1949736,1974702,2168994,2249872,2278347,2499217,2426209
14,College and university and over,Female,30 ~ 34,Employment,Persons,8854,10549,8848,13111,12029,15281,18916
14,College and university and over,Female,35 ~ 39,Total hours worked,Hours,188.3,186.9,196.1,185.5,185.2,171.4,176.5
14,College and university and over,Female,35 ~ 39,Monthly Total wage,Won,1849265,2223704,2363179,2690732,2510759,2626123,2668643
14,College and university and over,Female,35 ~ 39,Employment,Persons,7084,6095,6194,6621,9660,10340,12428
14,College and university and over,Female,40 ~ 44,Total hours worked,Hours,185.3,188.3,202.2,195.4,186.3,182,177.5
14,College and university and over,Female,40 ~ 44,Monthly Total wage,Won,2084832,2390021,2275736,2427732,2449700,2531863,2661458
14,College and university and over,Female,40 ~ 44,Employment,Persons,4581,3798,4583,5211,5603,6878,9143
14,College and university and over,Female,45 ~ 49,Total hours worked,Hours,178,185.2,202.6,195.1,180.2,182,175.2
14,College and university and over,Female,45 ~ 49,Monthly Total wage,Won,2254601,2218487,2459706,2296610,2445669,2634720,2872585
14,College and university and over,Female,45 ~ 49,Employment,Persons,2295,1954,2713,3119,4226,3661,5203
14,College and university and over,Female,50 ~ 54,Total hours worked,Hours,176.5,188.5,193.8,177.3,177.1,175.6,178.7
14,College and university and over,Female,50 ~ 54,Monthly Total wage,Won,2186017,2605983,2417960,2259487,2460267,2681415,2941830
14,College and university and over,Female,50 ~ 54,Employment,Persons,993,904,1017,1362,2604,1765,3732
14,College and university and over,Female,55 ~ 59,Total hours worked,Hours,180.5,196.2,189.8,209.8,190.2,172.7,183
14,College and university and over,Female,55 ~ 59,Monthly Total wage,Won,2560795,3138146,2995528,2309028,3615031,3484421,2970023
14,College and university and over,Female,55 ~ 59,Employment,Persons,628,548,616,716,605,254,1302
14,College and university and over,Female,60 years old and over,Total hours worked,Hours,186.8,185.5,197.5,180.6,179.4,186.6,180.7
14,College and university and over,Female,60 years old and over,Monthly Total wage,Won,1677768,2560574,1702923,2154827,2758152,3462379,3163639
14,College and university and over,Female,60 years old and over,Employment,Persons,352,648,596,560,959,681,780
15,Under middle shcool,Male,19 years old and less,Total hours worked,Hours,,,140,,195,188.6,138.5
15,Under middle shcool,Male,19 years old and less,Monthly Total wage,Won,,,528000,,1015000,988571,989854
15,Under middle shcool,Male,19 years old and less,Employment,Persons,,,2,,23,14,11
15,Under middle shcool,Male,20 ~ 24,Total hours worked,Hours,254.3,199.7,202.5,200,338.3,,266
15,Under middle shcool,Male,20 ~ 24,Monthly Total wage,Won,1167750,789667,1428679,650000,1283741,,2524000
15,Under middle shcool,Male,20 ~ 24,Employment,Persons,8,6,56,4,27,,2
15,Under middle shcool,Male,25 ~ 29,Total hours worked,Hours,211.4,212.2,190.4,216.8,276.5,201.3,195.8
15,Under middle shcool,Male,25 ~ 29,Monthly Total wage,Won,1178247,1793146,1623397,1289550,1395547,1428739,1409194
15,Under middle shcool,Male,25 ~ 29,Employment,Persons,154,157,247,20,53,46,14
15,Under middle shcool,Male,30 ~ 34,Total hours worked,Hours,238.5,227.9,207.1,208.2,205.2,216.2,218
15,Under middle shcool,Male,30 ~ 34,Monthly Total wage,Won,1275339,1712467,2101694,1871815,1677308,2195000,1944618
15,Under middle shcool,Male,30 ~ 34,Employment,Persons,161,15,180,27,26,44,29
15,Under middle shcool,Male,35 ~ 39,Total hours worked,Hours,200.3,219.5,221.4,200.8,212,210.8,212.2
15,Under middle shcool,Male,35 ~ 39,Monthly Total wage,Won,1602955,1933436,2196263,1863900,2035056,2832782,2224453
15,Under middle shcool,Male,35 ~ 39,Employment,Persons,226,282,251,110,72,87,40
15,Under middle shcool,Male,40 ~ 44,Total hours worked,Hours,168.4,212,214.4,211.3,243.1,241.3,218.2
15,Under middle shcool,Male,40 ~ 44,Monthly Total wage,Won,1601301,1824503,2323832,1961662,2155967,2563107,2552701
15,Under middle shcool,Male,40 ~ 44,Employment,Persons,316,390,238,216,120,159,79
15,Under middle shcool,Male,45 ~ 49,Total hours worked,Hours,190.3,209,220.3,212.5,210.1,206.3,205
15,Under middle shcool,Male,45 ~ 49,Monthly Total wage,Won,1746366,1939400,2935260,2090157,2000758,2378131,2185923
15,Under middle shcool,Male,45 ~ 49,Employment,Persons,477,572,366,460,392,329,311
15,Under middle shcool,Male,50 ~ 54,Total hours worked,Hours,211.3,215.3,219.8,211.9,229,203.8,183.9
15,Under middle shcool,Male,50 ~ 54,Monthly Total wage,Won,1557890,1873983,2116354,1944835,1972010,2351134,2354287
15,Under middle shcool,Male,50 ~ 54,Employment,Persons,541,460,568,569,581,610,489
15,Under middle shcool,Male,55 ~ 59,Total hours worked,Hours,220.6,200.8,227.1,214.8,221.5,200.6,208
15,Under middle shcool,Male,55 ~ 59,Monthly Total wage,Won,1345125,1389000,1418697,1524058,1575498,1664876,1937015
15,Under middle shcool,Male,55 ~ 59,Employment,Persons,396,510,707,755,550,646,435
15,Under middle shcool,Male,60 years old and over,Total hours worked,Hours,229,227.2,223.4,204.7,209.5,206.3,202.1
15,Under middle shcool,Male,60 years old and over,Monthly Total wage,Won,978456,1217274,1120627,1295595,1260932,1180937,1361874
15,Under middle shcool,Male,60 years old and over,Employment,Persons,605,576,880,1049,486,669,582
15,Under middle shcool,Female,19 years old and less,Total hours worked,Hours,,290,,209.6,,160,123
15,Under middle shcool,Female,19 years old and less,Monthly Total wage,Won,,1284000,,660800,,400000,977667
15,Under middle shcool,Female,19 years old and less,Employment,Persons,,5,,5,,4,22
15,Under middle shcool,Female,20 ~ 24,Total hours worked,Hours,200.7,283.5,218.9,220.5,195,228,179.5
15,Under middle shcool,Female,20 ~ 24,Monthly Total wage,Won,943473,1261500,1273235,1024000,1081500,1574333,1261040
15,Under middle shcool,Female,20 ~ 24,Employment,Persons,55,10,136,10,46,24,51
15,Under middle shcool,Female,25 ~ 29,Total hours worked,Hours,192,,203.8,225.7,,210.9,196.5
15,Under middle shcool,Female,25 ~ 29,Monthly Total wage,Won,1114120,,1378250,1188000,,1433875,656783
15,Under middle shcool,Female,25 ~ 29,Employment,Persons,7,,36,3,,48,6
15,Under middle shcool,Female,30 ~ 34,Total hours worked,Hours,213,,168,,,160,-
15,Under middle shcool,Female,30 ~ 34,Monthly Total wage,Won,1250000,,1114000,,,1791000,-
15,Under middle shcool,Female,30 ~ 34,Employment,Persons,5,,9,,,7,-
15,Under middle shcool,Female,35 ~ 39,Total hours worked,Hours,216.9,208.6,202,259.7,230.3,223.6,144.2
15,Under middle shcool,Female,35 ~ 39,Monthly Total wage,Won,1094444,1361865,1473000,1274038,1174211,1483589,1045188
15,Under middle shcool,Female,35 ~ 39,Employment,Persons,72,37,2,52,19,33,7
15,Under middle shcool,Female,40 ~ 44,Total hours worked,Hours,213.4,222.5,229.6,219.7,197.2,168.5,196.1
15,Under middle shcool,Female,40 ~ 44,Monthly Total wage,Won,890707,1128167,1221682,1310474,1128853,1003006,1231652
15,Under middle shcool,Female,40 ~ 44,Employment,Persons,434,216,110,194,109,137,51
15,Under middle shcool,Female,45 ~ 49,Total hours worked,Hours,206.8,205.8,227.2,215.1,203.7,233.7,209.6
15,Under middle shcool,Female,45 ~ 49,Monthly Total wage,Won,923055,1137154,1329041,1316743,1281125,1745321,1293441
15,Under middle shcool,Female,45 ~ 49,Employment,Persons,758,800,592,479,424,341,266
15,Under middle shcool,Female,50 ~ 54,Total hours worked,Hours,223.8,218.4,219.7,202.5,200.7,210.5,207.5
15,Under middle shcool,Female,50 ~ 54,Monthly Total wage,Won,1089961,1305358,1347233,1152910,1193117,1399597,1288519
15,Under middle shcool,Female,50 ~ 54,Employment,Persons,445,472,669,667,729,434,355
15,Under middle shcool,Female,55 ~ 59,Total hours worked,Hours,207.9,205.1,210.8,202.9,199.9,185.1,203.9
15,Under middle shcool,Female,55 ~ 59,Monthly Total wage,Won,783503,900424,944961,1098539,1043502,971938,1381776
15,Under middle shcool,Female,55 ~ 59,Employment,Persons,403,453,305,583,530,425,303
15,Under middle shcool,Female,60 years old and over,Total hours worked,Hours,220.6,213.4,203.9,204.1,188,174.1,192.3
15,Under middle shcool,Female,60 years old and over,Monthly Total wage,Won,721803,848267,891790,1017959,1065257,939503,1119006
15,Under middle shcool,Female,60 years old and over,Employment,Persons,313,494,605,920,424,440,474
15,High shcool,Male,19 years old and less,Total hours worked,Hours,195.8,195.3,231.3,147.8,122.5,199.7,178.4
15,High shcool,Male,19 years old and less,Monthly Total wage,Won,930000,835085,1047843,696109,1229643,832952,1137530
15,High shcool,Male,19 years old and less,Employment,Persons,382,71,223,285,56,105,169
15,High shcool,Male,20 ~ 24,Total hours worked,Hours,196.5,199.1,208.3,166.8,167.3,204.3,183.4
15,High shcool,Male,20 ~ 24,Monthly Total wage,Won,894529,1082115,1124351,972272,1168517,1405647,1169131
15,High shcool,Male,20 ~ 24,Employment,Persons,1746,1373,1719,1485,918,847,1452
15,High shcool,Male,25 ~ 29,Total hours worked,Hours,200.6,206.5,211.9,194.7,199,204.5,193
15,High shcool,Male,25 ~ 29,Monthly Total wage,Won,1257249,1437689,1481097,1411195,1524903,1538908,1580983
15,High shcool,Male,25 ~ 29,Employment,Persons,3436,3387,3554,2641,2664,1905,2483
15,High shcool,Male,30 ~ 34,Total hours worked,Hours,197,208,212.6,203.3,208.4,198.7,195
15,High shcool,Male,30 ~ 34,Monthly Total wage,Won,1450995,1723904,1907690,1865087,1849097,1892337,2030406
15,High shcool,Male,30 ~ 34,Employment,Persons,3423,3376,3189,2951,3024,2548,2776
15,High shcool,Male,35 ~ 39,Total hours worked,Hours,184.7,208.1,209.5,203.1,207.6,203.2,195.1
15,High shcool,Male,35 ~ 39,Monthly Total wage,Won,1651551,1982900,2209068,2163733,2152130,2220226,2288234
